"","b1","b2","b3","b4","b5","b6","b7","b8","a1","a2","a3","a4","a5","a6","a7","a8","filter_type","sampling_rate"
"27",0.821875763394504,-5.75313034376153,17.2593910312846,-28.7656517188076,28.7656517188076,-17.2593910312846,5.75313034376153,-0.821875763394504,1,-6.60784563639347,18.723433784448,-29.4899951433964,27.88336435601,-15.8267282910942,4.99325073269907,-0.675479770455299,"high",36
"28",0.826248177615674,-5.78373724330972,17.3512117299292,-28.9186862165486,28.9186862165486,-17.3512117299292,5.78373724330972,-0.826248177615674,1,-6.61844349357861,18.7829630935485,-29.6294174680315,28.057634625354,-15.9493363415807,5.03928566169978,-0.682686051013222,"high",37
"29",0.830411657987896,-5.81288160591527,17.4386448177458,-29.0644080295764,29.0644080295764,-17.4386448177458,5.81288160591527,-0.830411657987896,1,-6.62848363762969,18.8394611791217,-29.7619736587705,28.2236087295117,-16.0663052820988,5.08327621359619,-0.689583521722207,"high",38
"30",0.834380787969463,-5.84066551578624,17.5219965473587,-29.2033275789312,29.2033275789312,-17.5219965473587,5.84066551578624,-0.834380787969463,1,-6.63800896278697,18.8931536170175,-29.8881575768033,28.3818627163729,-16.1780125819061,5.12535410587187,-0.696191299332542,"high",39
"31",0.838168828760562,-5.86718180132393,17.6015454039718,-29.3359090066197,29.3359090066197,-17.6015454039718,5.86718180132393,-0.838168828760562,1,-6.64705807467871,18.9442441619802,-30.0084169419031,28.5329207610536,-16.2848030308348,5.16564012539556,-0.702526985505852,"high",40
"32",0.841787865358648,-5.89251505751054,17.6775451725316,-29.4625752875527,29.4625752875527,-17.6775451725316,5.89251505751054,-0.841787865358648,1,-6.65566581320858,18.9929173216098,-30.123158584813,28.6772608462705,-16.3869921681171,5.20424522162298,-0.70860681026507,"high",41
"33",0.845248933738993,-5.91674253617295,17.7502276085189,-29.5837126808648,29.5837126808648,-17.7502276085189,5.91674253617295,-0.845248933738993,1,-6.66386370076307,19.0393405747037,-30.2327529999995,28.815319716471,-16.4848692929912,5.24127147367585,-0.714445759986906,"high",42
"34",0.848562131935643,-5.9399349235495,17.8198047706485,-29.6996746177475,29.6996746177475,-17.8198047706485,5.9399349235495,-0.848562131935643,1,-6.67168032789298,19.0836662899564,-30.3375383048384,28.9474972111125,-16.5787001146655,5.27681294754133,-0.720057691755163,"high",43
"35",0.851736717343142,-5.962157021402,17.886471064206,-29.81078510701,29.81078510701,-17.886471064206,5.962157021402,-0.851736717343142,1,-6.67914168641357,19.1260333911591,-30.4378236933663,29.074160065478,-16.6687290904702,5.31095645736464,-0.725455435670472,"high",44
"36",0.854781192186308,-5.98346834530415,17.9504050359125,-29.9173417265208,29.9173417265208,-17.9504050359125,5.98346834530415,-0.854781192186308,1,-6.68627145810089,19.1665688070986,-30.5338924581241,29.1956452534175,-16.7551814937189,5.34378224287191,-0.730650886515446,"high",45
"37",0.857703378798139,-6.00392365158697,18.0117709547609,-30.0196182579349,30.0196182579349,-18.0117709547609,6.00392365158697,-0.857703378798139,1,-6.69309126573962,19.2053887379245,-30.6260046416776,29.3122629348273,-16.8382652466819,5.37536457330922,-0.735655086001744,"high",46
"38",0.860510486092059,-6.02357340264441,18.0707202079332,-30.1178670132221,30.1178670132221,-18.0707202079332,6.02357340264441,-0.860510486092059,1,-6.69962089212858,19.242599764507,-30.714399369587,29.4242990610826,-16.9181725489301,5.40577228687395,-0.740478296674392,"high",47
"39",0.86320916840395,-6.04246417882765,18.127392536483,-30.2123208941383,30.2123208941383,-18.127392536483,6.04246417882765,-0.86320916840395,1,-6.70587847171556,19.2782998230223,-30.7992969085074,29.5320176836467,-16.9950813269872,5.43506927340987,-0.745130068416639,"high",48
"40",0.865805577704008,-6.06063904392806,18.1819171317842,-30.3031952196403,30.3031952196403,-18.1819171317842,6.06063904392806,-0.865805577704008,1,-6.71188065877088,19.3125790634754,-30.8809004864013,29.635663004407,-17.0691565275685,5.46331490710645,-0.74961929838337,"high",49
"41",0.868305410031817,-6.07813787022272,18.2344136106682,-30.3906893511136,30.3906893511136,-18.2344136106682,6.07813787022272,-0.868305410031817,1,-6.71764277538359,19.3455206079621,-30.9593979062777,29.7354612006971,-17.1405512736022,5.49056443505947,-0.753954285090522,"high",50
"42",0.870713946885095,-6.09499762819567,18.284992884587,-30.4749881409783,30.4749881409783,-18.284992884587,6.09499762819567,-0.870713946885095,1,-6.72317894204922,19.3772012220604,-31.0349629802283,29.8316220532626,-17.2094078995999,5.51686932679153,-0.75814277730022,"high",51
"43",0.873036092189124,-6.11125264532387,18.3337579359716,-30.5562632266193,30.5562632266193,-18.3337579359716,6.11125264532387,-0.873036092189124,1,-6.72850219319206,19.4076919107406,-31.1077568066428,29.924340401469,-17.2758588807191,5.54227758917942,-0.762192018264856,"high",52
"44",0.875276405386625,-6.12693483770637,18.3808045131191,-30.6346741885319,30.6346741885319,-18.3808045131191,6.12693483770637,-0.875276405386625,1,-6.73362457961145,19.4370584485041,-31.1779289102208,30.0137974466938,-17.3400276679577,5.56683405067362,-0.766108785826532,"high",53
"45",0.877439131113938,-6.14207391779757,18.4262217533927,-30.7103695889878,30.7103695889878,-18.4262217533927,6.14207391779757,-0.877439131113938,1,-6.73855725954687,19.4653618520646,-31.2456182616488,30.1001619220078,-17.4020294402947,5.59058061821126,-0.769899428809983,"high",54
"46",0.879528225866639,-6.15669758106647,18.4700927431994,-30.7834879053324,30.7834879053324,-18.4700927431994,6.15669758106647,-0.879528225866639,1,-6.74331057980996,19.492658802704,-31.3109541914824,30.18359114383,-17.4619717832024,5.61355650980497,-0.773569900096118,"high",55
"47",0.881547382004352,-6.17083167403046,18.5124950220914,-30.8541583701523,30.8541583701523,-18.5124950220914,6.17083167403046,-0.881547382004352,1,-6.74789414822507,19.5190020244417,-31.3740572108049,30.2642319591811,-17.5199553017576,5.63579846542808,-0.777125786718728,"high",56
"48",0.883500049398905,-6.18450034579233,18.553501037377,-30.9225017289617,30.9225017289617,-18.553501037377,6.18450034579233,-0.883500049398905,1,-6.7523168984455,19.5444406233153,-31.4350397495579,30.3422216003961,-17.576074175555,5.65734093850218,-0.780572337287867,"high",57
"49",0.885389454990958,-6.19772618493671,18.5931785548101,-30.9886309246835,30.9886309246835,-18.5931785548101,6.19772618493671,-0.885389454990958,1,-6.75658714806539,19.5690203923595,-31.4940068220064,30.4176884576483,-17.6304166617337,5.67821627002006,-0.783914487009186,"high",58
"50",0.88721862048675,-6.21053034340725,18.6315910302218,-31.0526517170363,31.0526517170363,-18.6315910302218,6.21053034340725,-0.88721862048675,1,-6.76071265082274,19.5927840862575,-31.5510566275853,30.4907527783343,-17.6830655516663,5.69845484709956,-0.787156880538412,"high",59
"51",0.888990378397785,-6.22293264878449,18.6687979463535,-31.1146632439225,31.1146632439225,-18.6687979463535,6.22293264878449,-0.888990378397785,1,-6.76470064358266,19.6157716691268,-31.6062810943199,30.5615273012552,-17.7340985861915,5.71808524755654,-0.790303892883837,"high",60
"52",0.890707386601435,-6.23495170621004,18.7048551186301,-31.1747585310502,31.1747585310502,-18.7048551186301,6.23495170621004,-0.890707386601435,1,-6.7685578886999,19.6380205384546,-31.6597663711176,30.6301178325615,-17.7835888336993,5.73713437190438,-0.793359648546357,"high",61
"53",0.892372141578951,-6.24660499105266,18.739814973158,-31.2330249552633,31.2330249552633,-18.739814973158,6.24660499105266,-0.892372141578951,1,-6.77229071228221,19.6595657278163,-31.7115932744501,30.696623769591,-17.8316050348711,5.7556275640289,-0.796328039066204,"high",62
"54",0.893986990468771,-6.2579089332814,18.7737267998442,-31.289544666407,31.289544666407,-18.7737267998442,6.2579089332814,-0.893986990468771,1,-6.77590503880997,19.680440090687,-31.7618376942765,30.7611385780084,-17.8782119174442,5.77358872164921,-0.799212739127411,"high",63
"55",0.895554142056817,-6.26887899439772,18.8066369831932,-31.3443949719886,31.3443949719886,-18.8066369831932,6.26887899439772,-0.895554142056817,1,-6.77940642251057,19.70067446737,-31.8105709634755,30.8237502270215,-17.9234704839872,5.79104039755271,-0.802017221355122,"high",64
"56",0.897075676811461,-6.27952973768023,18.8385892130407,-31.3976486884011,31.3976486884011,-18.8385892130407,6.27952973768023,-0.897075676811461,1,-6.78280007583695,19.7202978368237,-31.8578601945557,30.8845415869007,-17.9674382753374,5.80800389248589,-0.804744769926741,"high",65
