"","b1","b2","b3","b4","b5","b6","b7","b8","a1","a2","a3","a4","a5","a6","a7","a8","filter_type","sampling_rate"
"1",0.491806058299808,-3.44264240809866,10.327927224296,-17.2132120404933,17.2132120404933,-10.327927224296,3.44264240809866,-0.491806058299808,1,-5.58898213993504,13.5047446998038,-18.2708525178017,14.9365219324519,-7.37380117687926,2.03439979652476,-0.241873198978882,"high",10
"2",0.524894374031116,-3.67426061821781,11.0227818546534,-18.3713030910891,18.3713030910891,-11.0227818546534,3.67426061821781,-0.524894374031116,1,-5.71713263618776,14.1071326869241,-19.4622452161377,16.2041031399659,-8.13830531349305,2.28204677938522,-0.275514103889073,"high",11
"3",0.55408914057086,-3.87862398399602,11.6358719519881,-19.3931199199801,19.3931199199801,-11.6358719519881,3.87862398399602,-0.55408914057086,1,-5.82395125376076,14.6209567845725,-20.5003145799241,17.330604748822,-8.83040007836239,2.51016777192995,-0.30701477569841,"high",12
"4",0.58000753825253,-4.06005276776771,12.1801583033031,-20.3002638388386,20.3002638388386,-12.1801583033031,4.06005276776771,-0.58000753825253,1,-5.9143536880191,15.0641810883752,-21.4117598142902,18.3362336803148,-9.4579457571773,2.72008212371763,-0.336408744429709,"high",13
"5",0.603151503687584,-4.22206052581309,12.6661815774393,-21.1103026290654,21.1103026290654,-12.6661815774393,4.22206052581309,-0.603151503687584,1,-5.99185333428872,15.4502816189847,-22.2177308555715,19.2381259352031,-10.0283114106921,2.91329758087012,-0.363791736400574,"high",14
"6",0.623930538982662,-4.36751377287863,13.1025413186359,-21.8375688643932,21.8375688643932,-13.1025413186359,4.36751377287863,-0.623930538982662,1,-6.05902795876838,15.7895452743402,-22.9350937191999,20.0506792924615,-10.5481378415148,3.09133558602081,-0.389289317475187,"high",15
"7",0.642680478499381,-4.49876334949566,13.496290048487,-22.4938167474783,22.4938167474783,-13.496290048487,4.49876334949566,-0.642680478499381,1,-6.11781166027087,16.0899498180843,-23.5774070798794,20.7859596400884,-11.0232899883961,3.25564486375742,-0.413038197444189,"high",16
"8",0.65967844052001,-4.61774908364007,13.8532472509202,-23.0887454182004,23.0887454182004,-13.8532472509202,4.61774908364007,-0.65967844052001,1,-6.16968394073226,16.3577714261945,-24.1556639112078,21.454088403052,-11.4588942197277,3.40756284076022,-0.435175644886911,"high",17
"9",0.675154585099488,-4.72608209569642,14.1782462870893,-23.6304104784821,23.6304104784821,-14.1782462870893,4.72608209569642,-0.675154585099488,1,-6.21579583685148,16.5980119389232,-24.6788527739111,22.0635805102241,-11.8594094265273,3.54830269251645,-0.455833713780862,"high",18
"10",0.689301325183132,-4.82510927628193,14.4753278288458,-24.1255463814096,24.1255463814096,-14.4753278288458,4.82510927628193,-0.689301325183132,1,-6.25705626890588,16.8147045940087,-25.1543837420995,22.6216276346492,-12.2287073005284,3.67895376634999,-0.475136316899222,"high",19
"11",0.702280549828356,-4.91596384879849,14.7478915463955,-24.5798192439925,24.5798192439925,-14.7478915463955,4.91596384879849,-0.702280549828356,1,-6.29419251330515,17.0111363742929,-25.5884134584026,23.134331040513,-12.5701504060586,3.80048861479016,-0.493197970667218,"high",20
"12",0.714229308979354,-4.99960516285548,14.9988154885664,-24.9980258142774,24.9980258142774,-14.9988154885664,4.99960516285548,-0.714229308979354,1,-6.3277934144722,17.1900121516416,-25.9860949961874,23.6068913091012,-12.8866632514792,3.91377292067062,-0.510123505805126,"high",21
"13",0.725264309939663,-5.07685016957764,15.2305505087329,-25.3842508478882,25.3842508478882,-15.2305505087329,5.07685016957764,-0.725264309939663,1,-6.35834082236425,17.353577548279,-26.3517714358512,24.0437624317335,-13.180794814297,4.01957630047959,-0.526008319272255,"high",22
"14",0.735485494434613,-5.14839846104229,15.4451953831269,-25.7419923052115,25.7419923052115,-15.4451953831269,5.14839846104229,-0.735485494434613,1,-6.38623283571476,17.5037120767633,-26.6891270466123,24.448776966779,-13.4547725191801,4.11858293005732,-0.540938912523728,"high",23
"15",0.744978901630694,-5.21485231141486,15.6445569342446,-26.0742615570743,26.0742615570743,-15.6445569342446,5.21485231141486,-0.744978901630694,1,-6.41180123889797,17.6420005830558,-27.0013063059949,24.8252478952528,-13.7105483478376,4.21140147381493,-0.554993563874875,"high",24
"16",0.75381897386987,-5.27673281708909,15.8301984512673,-26.3836640854454,26.3836640854454,-15.8301984512673,5.27673281708909,-0.75381897386987,1,-6.43532475688658,17.7697886452064,-27.2910083321282,25.1760517733513,-13.9498380050514,4.29857409735325,-0.568243045366224,"high",25
"17",0.762070425040138,-5.33449297528096,16.0034789258429,-26.6724648764048,26.6724648764048,-16.0034789258429,5.33449297528096,-0.762070425040138,1,-6.45703925335918,17.888225964749,-27.5605623730793,25.5036968760586,-14.1741540988978,4.38058450627276,-0.580751332720856,"high",26
"18",0.769789763679307,-5.38852834575515,16.1655850372655,-26.9426417287758,26.9426417287758,-16.1655850372655,5.38852834575515,-0.769789763679307,1,-6.47714566392462,17.9983006715878,-27.8119885888202,25.8103792764529,-14.3848342304501,4.45786503945031,-0.592576280265444,"high",27
"19",0.777026541883504,-5.43918579318453,16.3175573795536,-27.1959289659227,27.1959289659227,-16.3175573795536,5.43918579318453,-0.777026541883504,1,-6.49581623031978,18.1008666811337,-28.0470473280908,26.0980292004297,-14.5830647877349,4.53080288658812,-0.603770246791437,"high",28
"20",0.783824385162067,-5.48677069613447,16.4603120884034,-27.4338534806723,27.4338534806723,-16.4603120884034,5.48677069613447,-0.783824385162067,1,-6.51319944544434,18.1966656875305,-28.267279339412,26.3683495152167,-14.7699011296493,4.59974551671704,-0.614380666774692,"high",29
"21",0.790221846263706,-5.53155292384594,16.5946587715378,-27.6577646192297,27.6577646192297,-16.5946587715378,5.53155292384594,-0.790221846263706,1,-6.52942400986908,18.2863449782815,-28.4740387881395,26.6228478297945,-14.9462847416401,4.66500540771722,-0.62445056631242,"high",30
"22",0.796253116738338,-5.57377181716837,16.7213154515051,-27.8688590858418,27.8688590858418,-16.7213154515051,5.57377181716837,-0.796253116738338,1,-6.54460202291619,18.370471966121,-28.6685205265211,26.862863385858,-15.1130578519323,4.7268641632432,-0.634019025915518,"high",31
"23",0.801948622884628,-5.6136403601924,16.8409210805772,-28.068201800962,28.068201800962,-16.8409210805772,5.6136403601924,-0.801948622884628,1,-6.55883157566692,18.4495461214767,-28.851782743149,27.0895896821913,-15.2709759166084,4.78557609639361,-0.643121593746552,"high",32
"24",0.807335527237684,-5.65134869066378,16.9540460719914,-28.2567434533189,28.2567434533189,-16.9540460719914,5.65134869066378,-0.807335527237684,1,-6.57219887270182,18.5240088313246,-29.0247658746237,27.3040935895182,-15.4207183135871,4.84137135112794,-0.651790653540149,"high",33
"25",0.81243815248263,-5.68706706737841,17.0612012021352,-28.4353353368921,28.4353353368921,-17.0612012021352,5.68706706737841,-0.81243815248263,1,-6.58477997955719,18.5942515923175,-29.1883084758794,27.5073315661043,-15.5628975283665,4.89445862394237,-0.660055751609389,"high",34
"26",0.817278341345545,-5.72094838941882,17.1628451682565,-28.6047419470941,28.6047419470941,-17.1628451682565,5.72094838941882,-0.817278341345545,1,-6.59664227072383,18.6606228570393,-29.3431606020466,27.7001634680831,-15.6980670668387,4.94502754026569,-0.667943887232526,"high",35
